duration,predictions,gt,predictions_clean,gt_clean
6.08025,"I think from the most of you can assume that this is obviously going to be well-designed capital gains associated with that. So, I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I think that's a good point. I","I think, you know, from the multiples you can assume the, that those obviously are going to be relevant capital gains associated with that.",i think from the most of you can assume that this is obviously going to be well designed capital gains associated with that so i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i think that is a good point i,i think you know from the multiples you can assume the that those obviously are going to be relevant capital gains associated with that
5.0801875,And I think this is detailed in the presentation.,"Um, I think this is detailed in the presentation.",and i think this is detailed in the presentation,i think this is detailed in the presentation
2.2000625,So this increases liquidity for the company.,So this increases liquidity for the company.,so this increases liquidity for the company,so this increases liquidity for the company
18.5001875,"The portfolio restriction and the focus goes in the long-term contracted and the regular activities. Also, we need to use our margins exposure and improve our load-use profile. And that together with very supportive credit markets and lower yields for longer. So I'd like us to also continue to reduce our average cost of debt.","The, the portfolio restructuring into focus goes into long term contracted and regular activities, also going to reduce how much exposure and improve our low-risk profile, and that together with very supportive credit markets, and lower yields for longer term allow us to also continue to reduce our average cost of debt.",the portfolio restriction and the focus goes in the long term contracted and the regular activities also we need to use our margins exposure and improve our load use profile and that together with very supportive credit markets and lower yields for longer so i would like us to also continue to reduce our average cost of debt,the the portfolio restructuring into focus goes into long term contracted and regular activities also going to reduce how much exposure and improve our low risk profile and that together with very supportive credit markets and lower yields for longer term allow us to also continue to reduce our average cost of debt
8.779875,"As we go on, we go on calling the PPAs, we provide that. We have a very large pipeline, which has allowed us to feed. It's basically a funnel.","Um, you know, obviously, as we go on closing the PPAs, we provide that, we have a very large pipeline which has allowed us to feed, it's basically a funnel.",as we go on we go on calling the ppas we provide that we have a very large pipeline which has allowed us to feed it is basically a funnel,you know obviously as we go on closing the ppas we provide that we have a very large pipeline which has allowed us to feed it is basically a funnel
8.38025,So it's not the transactions we're doing are allowing us to get a little bit more freedom and to move towards the third one.,"So it's not, the transactions we're doing are allowing us to get a little bit more freedom and to move towards the Triple B.",so it is not the transactions we are doing are allowing us to get a little bit more freedom and to move towards the 3rd one,so it is not the transactions we are doing are allowing us to get a little bit more freedom and to move towards the triple b
11.9800625,"It's truly driven by the positive hedgeing results in IBM. Partially all set by the 17% decline in EBITDA from supply in IBM, mostly given the extraction and electricity supply volumes by 7%.","It's fully driven by the positive hedging results in Iberia, partially offset by the 17% decline in EBITDA from supplying Iberia, mostly given the contraction in electricity supply volumes by 7%.",it is truly driven by the positive hedgeing results in ibm partially all set by the 17% decline in ebitda from supply in ibm mostly given the extraction and electricity supply volumes by 7%,it is fully driven by the positive hedging results in iberia partially offset by the 17% decline in ebitda from supplying iberia mostly given the contraction in electricity supply volumes by 7%
4.280125,"Then, don't forget a lot of this was also in Brazil.","Then, don't forget, a lot of this was also in Brazil.",then do not forget a lot of this was also in brazil,then do not forget a lot of this was also in brazil
12.2600625,"So this was most relevant in the B2B segment, where the decrease in volumes reaching 40% and was only partially mitigated by the 8.5% increment in the B2C segment.","So this was most relevant in the B2B segments, where the decrease in volumes reaching 14% was only partially mitigated by the 1.5% increments in the B2C segment.",so this was most relevant in the b 2 b segment where the decrease in volumes reaching 40% and was only partially mitigated by the 8.5% increment in the b 2 c segment,so this was most relevant in the b 2 b segments where the decrease in volumes reaching 14% was only partially mitigated by the one.5% increments in the b 2 c segment
4.7400625,"the in relation to the Spanish school, we already done that last year.","Um, the, in relation to the Spanish COVID we've already done that last year.",the in relation to the spanish school we already done that last year,the in relation to the spanish covid we have already done that last year
6.0999375,"And I think these positives are negative, leading to be comfortable with the guidance we provided.","And I think these positives and negatives needed to be comfortable with the, the guidance we provided a month.",and i think these positives are negative leading to be comfortable with the guidance we provided,and i think these positives and negatives needed to be comfortable with the the guidance we provided a month
1.8399375,that it's part of life.,"But it's part of, part of life.",that it is part of life,but it is part of part of life
3.9600625,spirit so you can fit it's a boost in that respect as well.,So it's given us a boost in that respect as well.,spirit so you can fit it is a boost in that respect as well,so it is given us a boost in that respect as well
4.24,"To answer your question, please press star 2.","To cancel your question, please press star two.",to answer your question please press star 2,to cancel your question please press star 2
5.019875,"So, first two, I'm afraid also on the guidance.","So, uh, first two, I'm afraid also on the, on the guidance.",so 1st 2 i am afraid also on the guidance,so 1st 2 i am afraid also on the on the guidance
2.7600625,"Also, Jorge Alonso with his fingers.","Um, also work along with the same, the same direction.",also jorge alonso with his fingers,also work along with the same the same direction
0.2400625,for,Okay Harry.,for,okay harry
2.3000625,Thank you.,"Um, how did I say?",thank you,how did i say
14.7200625,So Stefano Vezrato from Credit Suisse and Gersch Gimarais from TV Catalog. Are you in condition to provide more detail on the expected synergies and tax benefits from the signature with the SGO? Is it now possible to provide more details of you about potential synergies?,"So definitely example from Credit Suisse and just given rise from GB Capital, are you in position to provide more detail on the expected synergies and tax benefits on connection with <inaudible> is now classified more details view about potential synergies.",so stefano vezrato from credit suisse and gersch gimarais from tv catalog are you in condition to provide more detail on the expected synergies and tax benefits from the signature with the sgo is it now possible to provide more details of you about potential synergies,so definitely example from credit suisse and just given rise from gb capital are you in position to provide more detail on the expected synergies and tax benefits on connection with is now classified more details view about potential synergies
15.3400625,"So on EBITDA, the breakdown by business platform. So as I mentioned, consolidated EBITDA down 3% on year, but would have been flat if you excluded the 4x impact, namely the Brazilian real, which is appreciated 20% versus the euro.","So on EBITDA, the breakdown by business platform, so as I mentioned, consolidated EBITDA down 2% year on year but would have been flat if we excluded the Forex in fact, namely the Brazilian Real which depreciated 20% versus the euro.",so on ebitda the breakdown by business platform so as i mentioned consolidated ebitda down 3% on year but would have been flat if you excluded the 4 x impact namely the brazilian real which is appreciated 20% versus the euro,so on ebitda the breakdown by business platform so as i mentioned consolidated ebitda down 2% year on year but would have been flat if we excluded the forex in fact namely the brazilian real which depreciated 20% versus the euro
10.6,"So, yes, the guidance already assumes the gain that may come in from moving the remaining projects into the JG. So that's also built in.","So, yes, the, the guidance in short already assumes the gains that may come in from moving the remaining projects into the JV, so that's also built in.",so yes the guidance already assumes the gain that may come in from moving the remaining projects into the jg so that is also built in,so yes the the guidance in short already assumes the gains that may come in from moving the remaining projects into the jv so that is also built in
5.86025,"And that's if some of those niggas have slipped into 2021, but I think the organization is there.","Um, as I said, some of those megawatts have slipped into tiny, tiny one, but I think the organization is there.",and that is if some of those niggas have slipped into 2021 but i think the organization is there,as i said some of those megawatts have slipped into tiny tiny one but i think the organization is there
10.840125,"results just now announced the share buyback program with the clarification of this dividend policy, sending the business source of the one real share, 40% payout on a certain profit.","Um, resources now announced a share buyback program and the, our application on this dividend policy, secondary <inaudible> and one Real per share with a 50% payout on adjusted net profit.",results just now announced the share buyback program with the clarification of this dividend policy sending the business source of the one real share 40% payout on a certain profit,resources now announced a share buyback program and the our application on this dividend policy secondary and one real per share with a 50% payout on adjusted net profit
2.460125,and the different ways that we do it.,"Uh, and the reevaluations that were done.",and the different ways that we do it,and the reevaluations that were done
16.8201875,"I would just also say in relation to the path issue, I mean, ultimately, since we will have more than 75% in the distribution holding company, we will have the full fiscal consolidation within the EDP Spain perimeter. So we expect that to also generate significant value.","I, I would just also say in relation to the tax issue, I mean, obviously, since we will have more than 75% in the distribution holding company, we will have the full fiscal consolidation within the GDP, Spain perimeter, so, uh, we expect that to also generate, uh, significant salaries.",i would just also say in relation to the path issue i mean ultimately since we will have more than 75% in the distribution holding company we will have the full fiscal consolidation within the edp spain perimeter so we expect that to also generate significant value,i i would just also say in relation to the tax issue i mean obviously since we will have more than 75% in the distribution holding company we will have the full fiscal consolidation within the gdp spain perimeter so we expect that to also generate significant salaries
7.280125,"If you go to three, three and a half, four gigawatt, within the next three years of growth capacity addition, you will see a lot of growth capacity addition.","If it, if it goes to three, to three and a half, four gigawatts, uh, you know, within the next three years of gross capacity additions.",if you go to 33.54 gigawatt within the next 3 years of growth capacity addition you will see a lot of growth capacity addition,if it if it goes to 3 to 3.54 gigawatts you know within the next 3 years of gross capacity additions
7.680125,"Finally, we also announced over the last month, the after-votation views, togring 1.1 billion euros of enterprise value. So that's...","Finally, we also announced over the last month through after rotation deals totaling €1.1 billion of enterprise value.",finally we also announced over the last month the after votation views togring €1100000000 of enterprise value so that is .,finally we also announced over the last month through after rotation deals totaling €1100000000 of enterprise value
3.72,"library, Harry Weiber from Bangkok.",Harry Wiberg from Bank of America.,library harry weiber from bangkok,harry wiberg from bank of america
5.260125,So we've been 1.5 to 1.9 type range.,"So within, uh, you know, 1.5 to 1.9 type range.",so we have been one.5 to one.9 type range,so within you know one.5 to one.9 type range
7.38025,"So that's Portia's regulation. In terms of solar oxygen, so we obviously go to these oxygen","But that's Portuguese regulation, in terms of solar oxygen, so we obviously go to these auctions.",so that is portia is regulation in terms of solar oxygen so we obviously go to these oxygen,but that is portuguese regulation in terms of solar oxygen so we obviously go to these auctions
2.3199375,and go my facts.,"<inaudible>, um, Alberto Gandolfi from Goldman Sachs.",and go my facts,alberto gandolfi from goldman sachs
10.0401875,"I think we had the heart of it, the core that we already had in terms of energy assessment and in terms of the relationship with the turbine manufacturers. So I think that's there.","I think we had the, the heart of it, you know, the core, we already had in terms of energy assessment, in terms of the relationship with the turbine manufacturers, so I think that's there.",i think we had the heart of it the core that we already had in terms of energy assessment and in terms of the relationship with the turbine manufacturers so i think that is there,i think we had the the heart of it you know the core we already had in terms of energy assessment in terms of the relationship with the turbine manufacturers so i think that is there
9.7000625,"Coming out of this, I think there's really an opportunity to take some of the lessons learned and benefit not only from an efficiency point of view, so to speak.","Coming out of this, I think there's really an opportunity to, to take some of the lessons learned and benefit, not only from an efficiency point of view, um, some of it's irrelevant.",coming out of this i think there is really an opportunity to take some of the lessons learned and benefit not only from an efficiency point of view so to speak,coming out of this i think there is really an opportunity to to take some of the lessons learned and benefit not only from an efficiency point of view some of it is irrelevant
5.7600625,Let's go forward to the next slide on recurring net profit.,"Let's move forward to the next slide, um, on recurring net profits.",let us go forward to the next slide on recurring net profit,let us move forward to the next slide on recurring net profits
5.8600625,"Turning to networks, the 7% fall in epoch that is mostly related to the depreciation of the present reality.","Turning to networks, the 7% fall on EBITDA is mostly related to the depreciation of the Brazilian Real.",turning to networks the 7% fall in epoch that is mostly related to the depreciation of the present reality,turning to networks the 7% fall on ebitda is mostly related to the depreciation of the brazilian real
10.6200625,"So if you know, our recurring net profits assume the sales is non-recurring. So if you take that out, we're sort of point-taped, and including the sales.","But, you know, our recurring net profits assumes the status of non recurring, so if you take that out versus the point eight, um, including the sales.",so if you know our recurring net profits assume the sales is non recurring so if you take that out we are sort of point taped and including the sales,but you know our recurring net profits assumes the status of non recurring so if you take that out versus the .8 including the sales
13.3800625,"The first deal, which we announced in mid-August, was $140 megawatts in Spain, had an easy multiple of 2.1 million euros per megawatt, which was for a portfolio with an average age of nine years.","The first deal, which we announced in mid august was 240 megawatts in Spain, at an easy multiples €2.1 million per megawatt for portfolio with an aggregate average age of nine years.",the 1st deal which we announced in mid august was $140 megawatts in spain had an easy multiple of €2100000 per megawatt which was for a portfolio with an average age of 9 years,the 1st deal which we announced in mid august was 240 megawatts in spain at an easy multiples €2100000 per megawatt for portfolio with an aggregate average age of 9 years
6.480125,"And I think despite that, we are able to have some, you know, other results.","And I think despite that, we're able to have, you know, solid results.",and i think despite that we are able to have some you know other results,and i think despite that we are able to have you know solid results
5.6800625,Thank you for taking the call. And I hope you had a good summer break.,"Thanks for, for taking this call, and uh, I hope you had a, a good summer break.",thank you for taking the call and i hope you had a good summer break,thanks for for taking this call and i hope you had a a good summer break
5.34,"two remaining efforts to be transferred from one side, Mayflower and the US.","Two remaining assets to be transferred from our side Mayflower and, uh, so in the US.",2 remaining efforts to be transferred from one side mayflower and the us,2 remaining assets to be transferred from our side mayflower and so in the us
1.9600625,I've never said never.,So I never say never.,i have never said never,so i never say never
0.4400625,Thank you.,Thank you.,thank you,thank you
4.0400625,"It's fully operational now, 12 months ahead of regular threshold.","It's fully operational now, 12 months ahead of regulatory schedule.",it is fully operational now 12 months ahead of regular threshold,it is fully operational now 12 months ahead of regulatory schedule
6.64,So this overall combined effect allows us to feel comfortable about the divided policy as I mentioned.,So this overall combined effect allows us to feel comfortable about the dividend policies I mentioned.,so this overall combined effect allows us to feel comfortable about the divided policy as i mentioned,so this overall combined effect allows us to feel comfortable about the dividend policies i mentioned
16.3599375,"You call it recovering. I think out there there's different definitions by different people, like, analyst-investors. Would you be so kind to tell us how much after-protation or after-JB gains you are including in their...","You call it recovering, I think out there, there's different definitions by different, you know, people like analysts, investors, would you be so kind to tell us how much assets rotation or offshore JV gains you are including in there.",you call it recovering i think out there there is different definitions by different people like analyst investors would you be so kind to tell us how much after protation or after jb gains you are including in their .,you call it recovering i think out there there is different definitions by different you know people like analysts investors would you be so kind to tell us how much assets rotation or offshore jv gains you are including in there
10.259875,"Second question, I am very intrigued by your comment that's talked about 85% secured of the 7 KW.","Um, second question, I, I'm really intrigued by your comments that talked about, you know, 85% secured of the seven gigawatts.",2nd question i am very intrigued by your comment that is talked about 85% secured of the 7 kw,2nd question i i am really intrigued by your comments that talked about you know 85% secured of the 7 gigawatts
11.0600625,"And so just generally, I think we continue to see a very positive output regarding EGP's capacity to lead this energy transition and to really continue to create value for our stakeholders in our shareholder.","So just generally, I think we continue to see a very positive outlook regarding EDP's capacity to, to lead this energy transition to really continue to create value for, for our stakeholders and our shareholders, obviously.",and so just generally i think we continue to see a very positive output regarding egp is capacity to lead this energy transition and to really continue to create value for our stakeholders in our shareholder,so just generally i think we continue to see a very positive outlook regarding edp is capacity to to lead this energy transition to really continue to create value for for our stakeholders and our shareholders obviously
3.12025,in relation to the question on the runway.,In relation to the question on the runway.,in relation to the question on the runway,in relation to the question on the runway
3.5600625,I think this is an interesting site.,"I think, you know, this is, I think an interesting slide.",i think this is an interesting site,i think you know this is i think an interesting slide
4.84025,and we participate in the same way we participate in many other auctions around the world.,And we participate the same way we participate in many other auctions around the world.,and we participate in the same way we participate in many other auctions around the world,and we participate the same way we participate in many other auctions around the world
5.9600625,"in terms of the social tariff, not really any use of that, so no change there.","In terms of the fossil tariff, not really any news on that, so no change there.",in terms of the social tariff not really any use of that so no change there,in terms of the fossil tariff not really any news on that so no change there
9.5800625,"Please. Ladies and gentlemen, if you would like to ask a question of this time, please press button 1 on your telephone to call.","Ladies and gentlemen, if you would like to ask a question at this time, please press star one on your telephone keypad.",please ladies and gentlemen if you would like to ask a question of this time please press button one on your telephone to call,ladies and gentlemen if you would like to ask a question at this time please press star one on your telephone keypad
9.4200625,"net debt down 2% here to states to 14.1 billion euros. Obviously, this reflects on the first half of payments of the annual dividend in the second quarter. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we're going to go through that. So, we","Net debt down 2% year to date, to €14.1 billion, and obviously this reflects in the first half of payments of the annual dividend in the second quarter.",net debt down 2% here to states to €14100000000 obviously this reflects on the 1st half of payments of the annual dividend in the 2nd quarter so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we are going to go through that so we,net debt down 2% year to date to €14100000000 and obviously this reflects in the 1st half of payments of the annual dividend in the 2nd quarter
7.18,"here. This translated into a good quality of service, so even in terms of both supply","This translated also to a good quality of service also, even in terms of both the suppliers and the distribution.",here this translated into a good quality of service so even in terms of both supply,this translated also to a good quality of service also even in terms of both the suppliers and the distribution
0.22,and,Yeah.,and,yeah
10.0000625,"In terms of the deals, we expect to do in the fourth quarter. We expect to conclude in the fourth quarter. I think that will be positive, obviously, for the post-2020 period.","In terms of the deals we expect to do in the fourth quarter, um, we expect to conclude in the fourth quarter, I think that will be positive obviously for the past 20, 28 years.",in terms of the deals we expect to do in the 4th quarter we expect to conclude in the 4th quarter i think that will be positive obviously for the post 2020 period,in terms of the deals we expect to do in the 4th quarter we expect to conclude in the 4th quarter i think that will be positive obviously for the past 20 28 years
9.4400625,Are you already at the peak of that? Or do you see a still some room for improvement in the in the coming future?,"Are you already at the peak of that or, uh, do you see, uh, still some room for improvement, uh, in the, in the coming future?",are you already at the peak of that or do you see a still some room for improvement in the in the coming future,are you already at the peak of that or do you see still some room for improvement in the in the coming future
36.6800625,"So after rotations, close to point four. And what I would like to highlight though also, it does show the recurring power of this business model. Because it's not one, it's not two, it's not three, it's not four. It's already several transactions that we've been doing over the last couple of years or the last two years.","So after rotations, um, close to point four, um, and what I would like to highlight, though also, it does show the recurring power of this business model because it's not one, it's not two, it's not three, it's not four, it's already several transactions that we've been doing over the last, um, couple of years, or less than the last two years, selling majority stakes where we have consistently shown our, not only the market appetite for these assets but also the interest and the sort of the attractiveness of these assets, which is obviously increased even during this period.",so after rotations close to .4 and what i would like to highlight though also it does show the recurring power of this business model because it is not one it is not 2 it is not 3 it is not 4 it is already several transactions that we have been doing over the last couple of years or the last 2 years,so after rotations close to .4 and what i would like to highlight though also it does show the recurring power of this business model because it is not one it is not 2 it is not 3 it is not 4 it is already several transactions that we have been doing over the last couple of years or less than the last 2 years selling majority stakes where we have consistently shown our not only the market appetite for these assets but also the interest and the sort of the attractiveness of these assets which is obviously increased even during this period
11.4000625,We do expect it to continue to decline going forward because the COVID is always a one-off impact. So it creates short-term pressure this year. Thank you. Thank you.,"Um, we do expect it to continue to decline going forward because the COVID is obviously a one-off impact, so it equates short term pressure this year.",we do expect it to continue to decline going forward because the covid is always a one off impact so it creates short term pressure this year thank you thank you,we do expect it to continue to decline going forward because the covid is obviously a one off impact so it equates short term pressure this year
9.8599375,"And then you have 200 million one-off costs, 100 million volume costs, both for our three tax basis and on the 100 million sum of them.","And then you have 200 million one-off cost, 100 million volume cost on, uh, uh, both on a pre-tax basis, and on the 100 million some of the big chunk of it is really.",and then you have 200000001 off costs 100000000 volume costs both for our 3 tax basis and on the 100000000 sum of them,and then you have 200000001 off cost 100000000 volume cost on both on a pre tax basis and on the 100000000 some of the big chunk of it is really
3.0000625,and win flows in Portugal before the end of this year.,Wind flows in Portugal before the end of this year.,and win flows in portugal before the end of this year,wind flows in portugal before the end of this year
4.9000625,the new 50-50 wind offshore at night tension with energy. So you know it's called ocean winds.,"The new 50-50 Wind offshore joint venture with energy because, you know, it's called Ocean Winds.",the new 50 50 wind offshore at night tension with energy so you know it is called ocean winds,the new 50 50 wind offshore joint venture with energy because you know it is called ocean winds
13.3599375,"Thank you very much for your participation and hope to see you in the next weeks in some interactions, in several conferences, and then on the third quarter results. I'm just going to ask if you're reaching the recall.","Thank you very much for your participation and hope to have you in the next, uh, weeks, uh, in some interactions, uh, in several conferences and then on this quarter results of this callback that is, is reaching very close already.",thank you very much for your participation and hope to see you in the next weeks in some interactions in several conferences and then on the 3rd quarter results i am just going to ask if you are reaching the recall,thank you very much for your participation and hope to have you in the next weeks in some interactions in several conferences and then on this quarter results of this callback that is is reaching very close already
24.820125,So I just kind of sent them rewinding back to me at your first call to results. It was a fairly positive update and I think certainly my interpretation was that the wind was more blowing towards essentially this year coming out ahead of guidance and you sort of updated it. And the range you're given to it perhaps a touch below if you don't think.,"So, um, I just kind of sense when, when rewinding back to May at your first quarter results and the fairly positive update, and I think certainly my interpretation was that the, the wind was sort of more blowing towards essentially this year coming out ahead of us guidance and you sort of updated it and the range you've given to it, perhaps a touch below if you're, you're, you're pedantic.",so i just kind of sent them rewinding back to me at your 1st call to results it was a fairly positive update and i think certainly my interpretation was that the wind was more blowing towards essentially this year coming out ahead of guidance and you sort of updated it and the range you are given to it perhaps a touch below if you do not think,so i just kind of sense when when rewinding back to may at your 1st quarter results and the fairly positive update and i think certainly my interpretation was that the the wind was sort of more blowing towards essentially this year coming out ahead of us guidance and you sort of updated it and the range you have given to it perhaps a touch below if you are you are you are pedantic
3.460125,"So as I mentioned, that's also already all built into our target.","So as I mentioned, that's already built into our targets.",so as i mentioned that is also already all built into our target,so as i mentioned that is already built into our targets
4.1800625,"And there's also lower, minority interests, both in eduipure and eduipure.","And there's also lower, um, minority interests, both at EDPR and EDP Brazil.",and there is also lower minority interests both in eduipure and eduipure,and there is also lower minority interests both at edpr and edp brazil
5.9000625,"That can, obviously, be announced in the sale of the 240 megawatts as I mentioned, Spain, to $1.4 million for megawatt.","Back in August, we announced the sale of the 240 megawatts, as I mentioned, in Spain, 2.1 million per megawatt.",that can obviously be announced in the sale of the 240 megawatts as i mentioned spain to $1400000 for megawatt,back in august we announced the sale of the 240 megawatts as i mentioned in spain 2100000 per megawatt
11.8401875,"We don't need to be, we suddenly have a, we have a space. And so we are moving in the right direction, but on track. So in line with what we expected.","It doesn't mean we're currently, uh, you know, have a huge amount of space and so we are moving in the right direction, but on, on track, in line with, uh, what we expected.",we do not need to be we suddenly have a we have a space and so we are moving in the right direction but on track so in line with what we expected,it does not mean we are currently you know have a huge amount of space and so we are moving in the right direction but on on track in line with what we expected
