duration,sample_rate,predictions,gt,predictions_clean,gt_clean
9.518625,16000,"In this dire situation, the first priority must be to form an impartial government that is able to tackle the immediate crisis.",IN THIS DIRE SITUATION THE FIRST PRIORITY MUST BE TO FORM AN IMPARTIAL GOVERNMENT THAT IS ABLE TO TACKLE THE IMMEDIATE CRISIS,in this dire situation the 1st priority must be to form an impartial government that is able to tackle the immediate crisis,in this dire situation the 1st priority must be to form an impartial government that is able to tackle the immediate crisis
7.4795625,16000,We deeply regret that the Council is proposing budgetary cuts specifically in those problems that support education and training policies.,WE DEEPLY REGRET THAT THE COUNCIL IS PROPOSING BUDGETARY CUTS SPECIFICALLY IN THOSE PROGRAMMES THAT SUPPORT EDUCATION AND TRAINING POLICIES,we deeply regret that the council is proposing budgetary cuts specifically in those problems that support education and training policies,we deeply regret that the council is proposing budgetary cuts specifically in those programs that support education and training policies
8.46,16000,The question of the balance between the three regional components is also important in view of the enhanced partnership with Africa.,THE QUESTION OF THE BALANCE BETWEEN THE THREE REGIONAL COMPONENTS IS ALSO IMPORTANT IN VIEW OF THE ENHANCED PARTNERSHIP WITH AFRICA,the question of the balance between the 3 regional components is also important in view of the enhanced partnership with africa,the question of the balance between the 3 regional components is also important in view of the enhanced partnership with africa
12.0,16000,"The European Parliament believes that the assembly should be closely associated with the implementation of the agreement, and that it should be regularly consulted on all matters of importance for the partnership.",THE EUROPEAN PARLIAMENT BELIEVES THAT THE ASSEMBLY SHOULD BE CLOSELY ASSOCIATED WITH THE IMPLEMENTATION OF THE AGREEMENT AND THAT IT SHOULD BE REGULARLY CONSULTED ON ALL MATTERS OF IMPORTANCE FOR THE PARTNERSHIP,the european parliament believes that the assembly should be closely associated with the implementation of the agreement and that it should be regularly consulted on all matters of importance for the partnership,the european parliament believes that the assembly should be closely associated with the implementation of the agreement and that it should be regularly consulted on all matters of importance for the partnership
8.6399375,16000,"because they have better health systems, and of course in Nigeria we also have fifty international US experts coming to help.",BECAUSE THEY HAVE BETTER HEALTH SYSTEMS AND OF COURSE IN NIGERIA WE ALSO HAD FIFTY INTERNATIONAL US EXPERTS COMING TO HELP,because they have better health systems and of course in nigeria we also have 50 international us experts coming to help,because they have better health systems and of course in nigeria we also had 50 international us experts coming to help
1.7999375,16000,Our citizens deserve it.,OUR CITIZENS DESERVE IT,our citizens deserve it,our citizens deserve it
6.9,16000,"A day will come when the people of Asia, of America and Africa will get together.",A DAY WILL COME WHEN THE PEOPLES OF ASIA OF THE AMERICAS AND OF AFRICA WILL GET TOGETHER,a day will come when the people of asia of america and africa will get together,a day will come when the peoples of asia of the americas and of africa will get together
9.1599375,16000,No Polish person must ever doubt that they can receive a fair and free trial. There are also other issues I have to address.,NO POLISH PERSON MUST EVER DOUBT THAT THEY CAN RECEIVE A FAIR AND FREE TRIAL THERE ARE ALSO OTHER ISSUES WE HAVE TO ADDRESS,no polish person must ever doubt that they can receive a fair and free trial there are also other issues i have to address,no polish person must ever doubt that they can receive a fair and free trial there are also other issues we have to address
7.0999375,16000,I let everybody speak a little bit longer if you don't mind. I don't open these procedure up because we are running late.,I LET EVERYBODY SPEAK A LITTLE BIT LONGER SO IF YOU DON'T MIND I WILL NOT OPEN THIS PROCEDURE BECAUSE WE ARE RUNNING LATE,i let everybody speak a little bit longer if you do not mind i do not open these procedure up because we are running late,i let everybody speak a little bit longer so if you do not mind i will not open this procedure because we are running late
7.378875,16000,"Thank you, mr President. I want to focus on two specific areas of this very broad ranging report on organized crime in the EU.",MR PRESIDENT I WANT TO FOCUS ON TWO SPECIFIC AREAS OF THIS VERY WIDE RANGING REPORT ON ORGANISED CRIME IN THE EU,thank you mister president i want to focus on 2 specific areas of this very broad ranging report on organized crime in the eu,mister president i want to focus on 2 specific areas of this very wide ranging report on organized crime in the eu
7.93875,16000,"Some of those dividing lines have been deliberately exploited by imperialist forces to serve their own interests, for example, in Afghanistan or Iraq.",SOME OF THOSE DIVIDING LINES HAVE BEEN DELIBERATELY EXPLOITED BY IMPERIALIST FORCES TO SERVE THEIR OWN INTERESTS FOR EXAMPLE IN AFGHANISTAN OR IRAQ,some of those dividing lines have been deliberately exploited by imperialist forces to serve their own interests for example in afghanistan or iraq,some of those dividing lines have been deliberately exploited by imperialist forces to serve their own interests for example in afghanistan or iraq
6.41925,16000,Almost nine hundred thousand people are trafficked in the EU each year for labor and for sexual exploitation.,ALMOST NINE HUNDRED ZERO PEOPLE ARE TRAFFICKED IN THE EU EACH YEAR FOR LABOUR AND SEXUAL EXPLOITATION,almost 900000 people are trafficked in the eu each year for labor and for sexual exploitation,almost 9000 people are trafficked in the eu each year for labor and sexual exploitation
10.4599375,16000,"If commission's plan is an example for the rest of the Mediterranean, and they lobby for it, the way they lobby for this report, then I don't know why we all are here.",IF THE COMMISSION'S PLAN IS AN EXAMPLE FOR THE REST OF THE MEDITERRANEAN AND THEY LOBBY FOR IT THE WAY THEY LOBBIED FOR THIS REPORT THEN I DON'T KNOW WHY WE ALL ARE HERE,if commission is plan is an example for the rest of the mediterranean and they lobby for it the way they lobby for this report then i do not know why we all are here,if the commission is plan is an example for the rest of the mediterranean and they lobby for it the way they lobbied for this report then i do not know why we all are here
21.8999375,16000,"In the U.S. it was a decision taken only by one person, the former President of the United States, against the articulated democratic majority of the U.S. Congress by all of its Republican and some of its Democrat members. It was an agreement without any binding obligations of the leaders of Iran very openly and precisely on the very day they spoke of the deal was published.",IN THE US IT WAS A DECISION TAKEN ONLY BY ONE PERSON THE FORMER PRESIDENT OF THE UNITED STATES AGAINST THE ARTICULATED DEMOCRATIC MAJORITY OF THE US CONGRESS BY ALL OF ITS REPUBLICAN AND SOME OF ITS DEMOCRAT MEMBERS IT WAS AN AGREEMENT WITHOUT ANY BINDING OBLIGATIONS AS THE LEADERS OF IRAN VERY OPENLY AND PRECISELY MADE CLEAR ON THE VERY DAY THIS SO CALLED DEAL WAS PUBLISHED,in the u s it was a decision taken only by one person the former president of the united states against the articulated democratic majority of the u s congress by all of its republican and some of its democrat members it was an agreement without any binding obligations of the leaders of iran very openly and precisely on the very day they spoke of the deal was published,in the us it was a decision taken only by one person the former president of the united states against the articulated democratic majority of the us congress by all of its republican and some of its democrat members it was an agreement without any binding obligations as the leaders of iran very openly and precisely made clear on the very day this so called deal was published
12.15825,16000,"But ultimately, in my view, my hope is that Scotland will choose to become a normal, independent nation again, able to set and to pursue our own priorities and negotiations with her neighbors.",BUT ULTIMATELY IN MY VIEW MY HOPE IS THAT SCOTLAND WILL CHOOSE TO BECOME A NORMAL INDEPENDENT NATION AGAIN ABLE TO SET AND PURSUE OUR OWN PRIORITIES AND NEGOTIATIONS WITH OUR NEIGHBOURS,but ultimately in my view my hope is that scotland will choose to become a normal independent nation again able to set and to pursue our own priorities and negotiations with her neighbors,but ultimately in my view my hope is that scotland will choose to become a normal independent nation again able to set and pursue our own priorities and negotiations with our neighbors
6.5,16000,which meant elimination of the leaders and elites of the nation fighting for its own and Europe's freedom.,THIS MEANT THE ELIMINATION OF THE LEADERS AND ELITES OF A NATION FIGHTING FOR ITS OWN AND EUROPE'S FREEDOM,which meant elimination of the leaders and elites of the nation fighting for its own and europe is freedom,this meant the elimination of the leaders and elites of a nation fighting for its own and europe is freedom
15.2785,16000,"How are we going to measure whether the influx is high, not high, high enough, when it's all over? The European Union have to decide whether it wants to act or react.",HOW ARE WE GOING TO MEASURE WHETHER THE INFLUX IS HIGH NOT HIGH OR HIGH ENOUGH WHEN IT IS ALL OVER THE EUROPEAN UNION HAS TO DECIDE WHETHER IT WANTS TO ACT OR REACT,how are we going to measure whether the influx is high not high high enough when it is all over the european union have to decide whether it wants to act or react,how are we going to measure whether the influx is high not high or high enough when it is all over the european union has to decide whether it wants to act or react
15.298125,16000,"In the last ten years I have heard many criticisms of it, including the lack of a level playing field, insufficient stakeholder involvement, inadequate balancing of economic, social, and environmental imperatives, and too much by way of micromanagement from the centre.",IN THE LAST TEN YEARS I HAVE HEARD MANY CRITICISMS OF IT INCLUDING THE LACK OF A LEVEL PLAYING FIELD INSUFFICIENT STAKEHOLDER INVOLVEMENT INADEQUATE BALANCING OF ECONOMIC SOCIAL AND ENVIRONMENTAL IMPERATIVES AND TOO MUCH BY WAY OF MICRO MANAGEMENT FROM THE CENTRE,in the last 10 years i have heard many criticisms of it including the lack of a level playing field insufficient stakeholder involvement inadequate balancing of economic social and environmental imperatives and too much by way of micromanagement from the center,in the last 10 years i have heard many criticisms of it including the lack of a level playing field insufficient stakeholder involvement inadequate balancing of economic social and environmental imperatives and too much by way of micro management from the center
13.459125,16000,We are convinced that it is very useful for the quality of the funding programs. It is based on a new focus on results and milestones that have to be achieved.,WE ARE CONVINCED THAT IT'S VERY USEFUL FOR THE QUALITY OF THE FUNDING PROGRAMMES IT IS BASED ON A NEW FOCUS ON RESULTS AND MILESTONES THAT HAVE TO BE ACHIEVED,we are convinced that it is very useful for the quality of the funding programs it is based on a new focus on results and milestones that have to be achieved,we are convinced that it is very useful for the quality of the funding programs it is based on a new focus on results and milestones that have to be achieved
7.16,16000,"on the great innovation unit, the digital access to all, the next generation network, and so on and so forth.",AND TWENTY THE GREAT INNOVATION UNION DIGITAL ACCESS TO ALL THE NEXT GENERATION NETWORK AND SO FORTH,on the great innovation unit the digital access to all the next generation network and so on and so forth,and 20 the great innovation union digital access to all the next generation network and so forth
20.9391875,16000,"Let's remind us historically the crisis in 2007-2008 started from the Backel in the Socrime Market for mortgage credits in the United States, and this topic I would say was redlined during all the years of the crisis.",LET US REMIND OURSELVES THAT HISTORICALLY THE CRISIS IN TWO THOUSAND AND SEVEN TWO THOUSAND AND EIGHT STARTED FROM THE DEBACLE IN THE SUBPRIME MARKETS OF MORTGAGE CREDITS IN THE UNITED STATES THIS TOPIC I WOULD SAY WAS A RED LINE DURING ALL THE YEARS OF THE CRISIS,let us remind us historically the crisis in 2007 2008 started from the backel in the socrime market for mortgage credits in the united states and this topic i would say was redlined during all the years of the crisis,let us remind ourselves that historically the crisis in 20072008 started from the debacle in the subprime markets of mortgage credits in the united states this topic i would say was a red line during all the years of the crisis
14.419,16000,"I believe that the Economic, Financial, and Investment Amendment in the e.u. is much better today than it was in two thousand fifteen, and that part of the credit for the consider of improvement belongs to the E.I.B. and its policies.",EIB I BELIEVE THAT THE ECONOMIC FINANCIAL AND INVESTMENT ENVIRONMENT IN THE EU IS MUCH BETTER TODAY THAN IT WAS IN TWO THOUSAND AND FIFTEEN AND THAT PART OF THE CREDIT FOR THAT CONSIDERABLE IMPROVEMENT BELONGS TO THE EIB AND ITS POLICIES,i believe that the economic financial and investment amendment in the e u is much better today than it was in 2015 and that part of the credit for the consider of improvement belongs to the e i b and its policies,eib i believe that the economic financial and investment environment in the eu is much better today than it was in 2015 and that part of the credit for that considerable improvement belongs to the eib and its policies
10.458625,16000,"We need a secure and cyber space with rules and degrees of control, but we need also to protect the openness and the free flow of information and communication.",WE NEED SECURE CYBERSPACE WITH RULES AND A DEGREE OF CONTROL BUT WE NEED ALSO TO PROTECT OPENNESS AND THE FREE FLOW OF INFORMATION AND COMMUNICATION,we need a secure and cyber space with rules and degrees of control but we need also to protect the openness and the free flow of information and communication,we need secure cyberspace with rules and a degree of control but we need also to protect openness and the free flow of information and communication
19.4738125,16000,"But you name one other SINGLE country which gets macro financial assistance, is fighting corruption, and has created independent institutions, as a national anti corruption office, and is preparing an own high anti corruption court.",COULD YOU NAME ONE OTHER SINGLE COUNTRY WHICH GETS MACROFINANCIAL ASSISTANCE IS FIGHTING CORRUPTION AND HAS CREATED INDEPENDENT INSTITUTIONS SUCH AS A NATIONAL ANTICORRUPTION OFFICE AND IS PREPARING ITS OWN HIGH ANTICORRUPTION COURT,but you name one other single country which gets macro financial assistance is fighting corruption and has created independent institutions as a national anti corruption office and is preparing an own high anti corruption court,could you name one other single country which gets macrofinancial assistance is fighting corruption and has created independent institutions such as a national anticorruption office and is preparing its own high anticorruption court
4.12,16000,"'Turkey Faces a Big Decision'.""",TURKEY FACES A BIG DECISION,turkey faces a big decision,turkey faces a big decision
6.5000625,16000,The Commission will continue working with you as one of our principal partners of the year.,THE COMMISSION WILL CONTINUE WORKING WITH YOU AS ONE OF OUR PRINCIPAL PARTNERS OF THE YEAR,the commission will continue working with you as one of our principal partners of the year,the commission will continue working with you as one of our principal partners of the year
3.5999375,16000,"and as they say in Star Trek, may the fourth be with you.",AND AS THEY SAY IN STAR WARS MAY THE FOURTH BE WITH YOU,and as they say in star trek may the 4th be with you,and as they say in star wars may the 4th be with you
8.3395,16000,This update will make it easier for the law enforcement authorities to track funds transferred by criminals and terrorists.,THIS UPDATE WILL MAKE IT EASIER FOR LAW ENFORCEMENT AUTHORITIES TO TRACK FUNDS TRANSFERRED BY CRIMINALS AND TERRORISTS,this update will make it easier for the law enforcement authorities to track funds transferred by criminals and terrorists,this update will make it easier for law enforcement authorities to track funds transferred by criminals and terrorists
10.0399375,16000,"the possible advantages are clear, it can reduce prices and inefficiencies and increase transparency.",NINETEEN THE POSSIBLE ADVANTAGES ARE CLEAR IT CAN REDUCE PRICES AND INEFFICIENCIES AND INCREASE TRANSPARENCY,the possible advantages are clear it can reduce prices and inefficiencies and increase transparency,19 the possible advantages are clear it can reduce prices and inefficiencies and increase transparency
2.5599375,16000,"If we don't do that, we will lose.",EFFORT IF WE DO NOT DO THAT WE WILL,if we do not do that we will lose,effort if we do not do that we will
8.89925,16000,"Miss Rose Attoon, for her commitment and a great job during the negotiation process with the Commission and a Council during the Estonian Presidency.",MS RA THUN FOR HER COMMITMENT AND A GREAT JOB DURING THE NEGOTIATION PROCESS WITH THE COMMISSION AND THE COUNCIL DURING THE ESTONIAN PRESIDENCY,miss rose attoon for her commitment and a great job during the negotiation process with the commission and a council during the estonian presidency,ms ra thun for her commitment and a great job during the negotiation process with the commission and the council during the estonian presidency
1.2599375,16000,So what can be done?,SO WHAT CAN BE DONE,so what can be done,so what can be done
27.22,16000,"Omori, my dear.... Mr President, the purpose of three oral amendments which I am going to present now is to keep the report up to date and to reflect what's been negotiated this morning in the area of cooperation and information sharing, regarding the negotiation and conclusion of international agreements.",MR PRESIDENT THE PURPOSE OF THE THREE ORAL AMENDMENTS WHICH I AM GOING TO PRESENT NOW IS TO KEEP THE REPORT UP TO DATE AND TO REFLECT WHAT HAS BEEN NEGOTIATED THIS MORNING IN THE AREA OF COOPERATION AND INFORMATION SHARING AS REGARDS THE NEGOTIATION AND CONCLUSION OF INTERNATIONAL AGREEMENTS,omori my dear mister president the purpose of 3 oral amendments which i am going to present now is to keep the report up to date and to reflect what has been negotiated this morning in the area of cooperation and information sharing regarding the negotiation and conclusion of international agreements,mister president the purpose of the 3 oral amendments which i am going to present now is to keep the report up to date and to reflect what has been negotiated this morning in the area of cooperation and information sharing as regards the negotiation and conclusion of international agreements
10.92,16000,"Therefore, let me stress that it is important that EU stay strong in focus and that we do not adopt the pastel rules just for the sake of adopting rules.",THEREFORE LET ME STRESS THAT IT IS IMPORTANT THAT THE EU STAY STRONG AND FOCUSED AND THAT WE DO NOT ADOPT THE BASEL RULES JUST FOR THE SAKE OF ADOPTING RULES,therefore let me stress that it is important that eu stay strong in focus and that we do not adopt the pastel rules just for the sake of adopting rules,therefore let me stress that it is important that the eu stay strong and focused and that we do not adopt the basel rules just for the sake of adopting rules
12.2399375,16000,"If the international community missed the opportunity to have the Christians return their homes, tens of thousands, maybe hundred of thousands of families, may be decided to leave Iraq for ever.",IF THE INTERNATIONAL COMMUNITY MISSES THE OPPORTUNITY TO HELP CHRISTIANS RETURN TO THEIR HOMES TENS OF THOUSANDS MAYBE HUNDREDS OF THOUSANDS OF FAMILIES MAY DECIDE TO LEAVE IRAQ FOR EVER,if the international community missed the opportunity to have the christians return their homes 10s of 1000s maybe 100 of 1000s of families may be decided to leave iraq for ever,if the international community misses the opportunity to help christians return to their homes 10s of 1000s maybe 100s of 1000s of families may decide to leave iraq for ever
5.7,16000,I call on the government to do something to come up with positive steps.,I CALL ON THE GOVERNMENT TO DO SOMETHING TO COME UP WITH POSITIVE STEPS,i call on the government to do something to come up with positive steps,i call on the government to do something to come up with positive steps
5.86,16000,The Council of Conclusions of last December talked about various commission proposals during,THE COUNCIL CONCLUSIONS OF LAST DECEMBER TALKED ABOUT VARIOUS COMMISSION PROPOSALS DURING,the council of conclusions of last december talked about various commission proposals during,the council conclusions of last december talked about various commission proposals during
22.44,16000,"However, there cases represent only top of the iceberg, as far as putting the reckless compression is concerned, marked by violence, torture, illegal detention, and transfer of the techniques to Russia. This motion recalls the names of many of the Crimean Tatar and other victims, and, as M.P.s, must we must remain vigilant and active in updating these",HOWEVER THEIR CASES REPRESENT ONLY THE TIP OF THE ICEBERG AS FAR AS PUTIN'S RECKLESS REPRESSION IS CONCERNED MARKED BY VIOLENCE TORTURE ILLEGAL DETENTION AND TRANSFER OF DETAINEES TO RUSSIA THIS MOTION RECALLS THE NAMES OF MANY OTHER CRIMEAN TATAR AND OTHER VICTIMS AND AS MEPS WE MUST REMAIN VIGILANT AND ACTIVE IN UPDATING THIS DIRE LIST,however there cases represent only top of the iceberg as far as putting the reckless compression is concerned marked by violence torture illegal detention and transfer of the techniques to russia this motion recalls the names of many of the crimean tatar and other victims and as m p s must we must remain vigilant and active in updating these,however their cases represent only the tip of the iceberg as far as putin is reckless repression is concerned marked by violence torture illegal detention and transfer of detainees to russia this motion recalls the names of many other crimean tatar and other victims and as meps we must remain vigilant and active in updating this dire list
3.298625,16000,you can declare adopted or not adopted.,YOU CAN DECLARE ADOPTED OR NOT ADOPTED,you can declare adopted or not adopted,you can declare adopted or not adopted
15.7186875,16000,"This and so much more is the reality of the repressive, disproportionate, and illegal acts of the Israeli State, when what we need is true equality for all the people of the Middle East.",THIS AND SO MUCH MORE IS THE REALITY OF THE REPRESSIVE DISPROPORTIONATE AND ILLEGAL ACTS OF THE ISRAELI STATE WHEN WHAT WE NEED IS TRUE EQUALITY FOR ALL THE PEOPLE OF THE MIDDLE EAST,this and so much more is the reality of the repressive disproportionate and illegal acts of the israeli state when what we need is true equality for all the people of the middle east,this and so much more is the reality of the repressive disproportionate and illegal acts of the israeli state when what we need is true equality for all the people of the middle east
12.8389375,16000,"The general principle of mutual recognition, meaning that all judicial decisions in criminal matters taken in one member state, shall be, and normally will be, directly recognized and enforced by another member state.",THE GENERAL PRINCIPLE OF RECOGNITION MEANS THAT ALL JUDICIAL DECISIONS IN CRIMINAL MATTERS TAKEN IN ONE MEMBER STATE SHALL BE AND NORMALLY WILL BE DIRECTLY RECOGNISED AND ENFORCED BY ANOTHER MEMBER STATE,the general principle of mutual recognition meaning that all judicial decisions in criminal matters taken in one member state shall be and normally will be directly recognized and enforced by another member state,the general principle of recognition means that all judicial decisions in criminal matters taken in one member state shall be and normally will be directly recognized and enforced by another member state
7.86,16000,And related to that is the innovative amendment to say we should have this blue card procedure to be able to interrupt each other.,RELATED TO THAT IS THE INNOVATIVE AMENDMENT TO SAY THAT WE SHOULD HAVE THIS BLUE CARD PROCEDURE TO BE ABLE TO INTERRUPT EACH OTHER,and related to that is the innovative amendment to say we should have this blue card procedure to be able to interrupt each other,related to that is the innovative amendment to say that we should have this blue card procedure to be able to interrupt each other
4.64,16000,Needs! and I'm underlining the Need Not Wishes.,NEEDS AND I AM UNDERLINING THIS NEEDS NOT WISHES,needs and i am underlining the need not wishes,needs and i am underlining this needs not wishes
2.8399375,16000,"As such, the explanations are finished.",ASSASSINATION ARE PUNISHED,as such the explanations are finished,assassination are punished
10.4184375,16000,The reason decision to prohibit the usage of minority languages as a tool of instruction in secondary schools is a flagrant violation of these basic principles of the EU.,THE RECENT DECISION TO PROHIBIT THE USE OF MINORITY LANGUAGES AS A TOOL OF INSTRUCTION IN SECONDARY SCHOOLS IS A FLAGRANT VIOLATION OF THESE BASIC PRINCIPLES OF THE EU,the reason decision to prohibit the usage of minority languages as a tool of instruction in secondary schools is a flagrant violation of these basic principles of the eu,the recent decision to prohibit the use of minority languages as a tool of instruction in secondary schools is a flagrant violation of these basic principles of the eu
18.24,16000,"To avoid any suspicion that the Council in this situation would take the adoption of amending Budget Six as an argument for delaying or not adopting Amending Budget Eight, my group has tabled an amendment in order to link the adoption of a Bending Budget Six with Amending Budget Eight.",TO AVOID ANY SUSPICION THAT THE COUNCIL IN THIS SITUATION WOULD TAKE THE ADOPTION OF AMENDING BUDGET NO SIX AS AN ARGUMENT FOR DELAYING AND NOT ADOPTING AMENDING BUDGET NO EIGHT MY GROUP HAS TABLED AN AMENDMENT IN ORDER TO LINK THE ADOPTION OF AMENDING BUDGET NO SIX WITH AMENDING BUDGET NO,to avoid any suspicion that the council in this situation would take the adoption of amending budget 6 as an argument for delaying or not adopting amending budget 8 my group has tabled an amendment in order to link the adoption of a bending budget 6 with amending budget 8,to avoid any suspicion that the council in this situation would take the adoption of amending budget no 6 as an argument for delaying and not adopting amending budget no 8 my group has tabled an amendment in order to link the adoption of amending budget no 6 with amending budget no
8.1594375,16000,"That lost treatment was meted out by mr Puttering and mr Mark Seavitch, the vice president, replacing him later in the afternoon.",THAT HARSH TREATMENT WAS METED OUT BY MR PTTERING AND MR SIWIEC THE VICE PRESIDENT REPLACING HIM LATER IN THE AFTERNOON,that lost treatment was meted out by mister puttering and mister mark seavitch the vice president replacing him later in the afternoon,that harsh treatment was meted out by mister pttering and mister siwiec the vice president replacing him later in the afternoon
7.8193125,16000,"Let us prove together, not competing with each other, but together, that that is not the case.",LET US PROVE TOGETHER NOT COMPETING WITH EACH OTHER BUT TOGETHER THAT THIS IS NOT THE CASE,let us prove together not competing with each other but together that that is not the case,let us prove together not competing with each other but together that this is not the case
3.0995625,16000,The House failed to reach an agreement.,THE HOUSE FAILED TO REACH AN AGREEMENT,the house failed to reach an agreement,the house failed to reach an agreement
10.88,16000,"The Trad Patent, where developing countries export raw material and buy manufacture products from industrialized countries, has to change.",THE TRADE PATTERN WHERE DEVELOPING COUNTRIES EXPORT RAW MATERIALS AND BUY MANUFACTURED PRODUCTS FROM INDUSTRIALISED COUNTRIES HAS TO CHANGE,the trad patent where developing countries export raw material and buy manufacture products from industrialized countries has to change,the trade pattern where developing countries export raw materials and buy manufactured products from industrialized countries has to change
2.6199375,16000,I know you are a reasonable man.,I KNOW YOU ARE A REASONABLE MAN,i know you are a reasonable man,i know you are a reasonable man
12.3995,16000,Each year more than eighteen million people receive more than four hundred forty thousand tons of food distributed under this program.,EACH YEAR MORE THAN EIGHTEEN MILLION PEOPLE RECEIVE MORE THAN FOUR HUNDRED AND FORTY ZERO TONNES OF FOOD DISTRIBUTED UNDER THIS PROGRAMME,each year more than 18000000 people receive more than 440000 tons of food distributed under this program,each year more than 18000000 people receive more than 4400 tons of food distributed under this program
